,Rooms,Material,Total area,Live area,Kitchen,Toilet type,Price,Floor,TotalFloor
2960,1,23,35.2,18.5,8.4,7,4430,2.0,17.0
2961,1,18,50.0,18.0,11.5,2,4480,8.0,13.0
2962,1,15,44.0,15.3,10.4,8,4490,21.0,25.0
2963,1,23,40.1,17.0,11.0,8,4500,9.0,10.0
2964,1,15,44.0,16.0,11.6,7,4500,20.0,26.0
2965,1,15,32.0,15.1,9.2,8,4500,17.0,22.0
2966,1,23,45.2,17.0,9.0,7,4500,5.0,10.0
2967,1,15,41.3,21.3,10.4,8,4599,9.0,23.0
2968,1,15,40.0,18.0,9.5,7,4600,5.0,16.0
2969,1,15,41.7,21.6,10.5,7,4600,8.0,16.0
2970,1,1,43.0,20.1,10.1,8,4600,16.0,16.0
2971,1,18,43.0,18.0,11.0,7,4850,12.0,23.0
2972,1,15,50.0,20.5,18.0,7,4897,12.0,34.0
2973,1,15,40.4,21.6,9.5,7,4900,17.0,35.0
2974,1,15,52.6,18.2,16.8,8,4999,7.0,26.0
2975,1,14,37.3,19.0,7.1,7,5000,2.0,8.0
2976,1,15,47.0,20.4,13.1,7,5200,22.0,25.0
2977,1,18,67.7,33.8,14.2,7,6035,17.0,23.0
2978,2,15,36.7,18.0,10.0,2,2990,5.0,15.0
2979,2,14,32.0,19.0,6.0,5,3200,1.0,10.0
2980,2,11,45.6,28.0,7.0,7,3230,5.0,5.0
2981,2,11,45.3,28.0,6.5,8,3300,2.0,5.0
2982,2,11,46.0,31.2,6.0,7,3300,1.0,5.0
2983,2,23,45.3,29.5,6.8,7,3300,2.0,5.0
2984,2,23,46.4,31.5,7.3,7,3300,2.0,5.0
2985,2,10,46.0,29.9,6.0,7,3300,5.0,5.0
2986,2,23,45.6,30.0,6.9,7,3320,2.0,5.0
2987,2,11,38.0,23.0,7.0,8,3350,5.0,5.0
2988,2,10,45.2,29.7,7.0,7,3350,4.0,5.0
2989,2,11,46.4,28.1,7.4,7,3350,1.0,5.0
2990,2,23,45.0,27.0,7.0,7,3400,1.0,5.0
2991,2,11,44.7,27.3,7.2,7,3450,3.0,5.0
2992,2,23,44.3,27.4,7.1,7,3450,1.0,5.0
2993,2,10,45.0,30.0,7.4,7,3450,1.0,5.0
2994,2,28,45.0,30.0,6.5,7,3450,2.0,5.0
2995,2,23,46.0,30.0,7.0,7,3500,3.0,5.0
2996,2,23,45.6,30.0,7.0,7,3500,5.0,5.0
2997,2,15,66.0,34.0,11.0,7,3550,11.0,16.0
2998,2,11,45.3,31.7,6.2,7,3599,5.0,5.0
2999,2,23,42.8,28.0,6.5,7,3600,5.0,5.0
3000,2,23,45.0,27.9,6.6,7,3600,2.0,5.0
3001,2,28,45.9,28.0,7.2,7,3600,1.0,5.0
3002,2,23,46.3,28.2,7.3,7,3600,1.0,5.0
3003,2,23,45.1,29.8,8.0,7,3600,2.0,5.0
3004,2,11,45.0,27.5,6.8,7,3650,5.0,5.0
3005,2,11,46.0,31.0,7.0,7,3690,1.0,5.0
3006,2,23,52.0,31.9,10.3,7,3700,1.0,9.0
3007,2,15,60.0,30.0,9.0,7,3790,7.0,23.0
3008,2,10,42.4,27.5,6.1,7,3800,5.0,5.0
3009,2,11,46.0,29.6,7.0,7,3800,5.0,5.0
3010,2,10,50.0,28.8,7.2,7,3800,7.0,10.0
3011,2,23,45.0,28.0,7.0,7,3800,4.0,5.0
3012,2,23,44.4,27.6,7.5,8,3800,4.0,9.0
3013,2,23,47.3,27.5,7.5,2,3850,7.0,9.0
3014,2,23,45.0,27.8,7.0,7,3850,8.0,9.0
3015,2,3,46.1,30.0,7.0,7,3950,5.0,9.0
3016,2,23,44.8,27.8,6.8,7,3990,1.0,9.0
3017,2,11,46.0,31.7,7.2,7,3990,2.0,5.0
3018,2,23,44.7,27.8,6.8,7,4000,3.0,9.0
3019,2,8,47.0,28.5,8.5,7,4000,7.0,9.0
3020,2,15,65.5,35.2,11.0,2,4050,6.0,19.0
3021,2,23,45.7,29.8,7.1,7,4100,1.0,9.0
3022,2,6,50.1,31.2,6.1,7,4150,2.0,9.0
3023,2,3,46.7,27.5,9.2,7,4189,9.0,9.0
3024,2,23,51.0,30.5,7.0,7,4200,4.0,9.0
3025,2,14,53.4,33.1,7.6,7,4200,1.0,14.0
3026,2,4,56.8,32.8,9.8,7,4300,3.0,9.0
3027,2,23,50.0,31.5,7.5,7,4330,4.0,9.0
3028,2,23,46.0,28.5,7.0,7,4350,8.0,9.0
3029,2,14,48.0,30.0,7.5,7,4433,10.0,17.0
3030,2,3,43.9,25.2,6.8,7,4450,6.0,9.0
3031,2,14,48.0,29.0,8.0,7,4450,2.0,5.0
3032,2,3,49.9,30.2,10.2,7,4450,2.0,9.0
3033,2,15,61.1,32.6,12.1,7,4454,6.0,24.0
3034,2,25,55.6,34.3,8.6,7,4490,1.0,5.0
3035,2,14,50.0,30.0,7.0,7,4490,3.0,5.0
3036,2,14,58.7,36.8,8.7,7,4500,2.0,3.0
3037,2,15,63.2,33.4,13.6,0,4500,12.0,24.0
3038,2,3,45.0,28.0,7.0,7,4500,9.0,9.0
3039,2,25,58.4,35.4,8.3,7,4500,4.0,5.0
3040,2,14,50.0,28.0,8.3,8,4500,1.0,18.0
3041,2,4,47.0,28.7,7.0,7,4500,1.0,9.0
3042,2,15,58.8,32.0,11.6,7,4535,23.0,23.0
3043,2,2,45.3,24.7,7.5,7,4570,10.0,14.0
3044,2,23,51.0,30.5,7.0,7,4579,8.0,9.0
3045,2,8,51.0,32.0,8.5,7,4600,6.0,9.0
3046,2,18,66.0,37.0,12.0,7,4600,1.0,17.0
3047,2,15,59.0,32.2,11.2,7,4613,18.0,23.0
3048,2,15,60.0,36.0,12.0,7,4620,12.0,16.0
3049,2,2,55.0,32.0,10.0,7,4650,8.0,16.0
3050,2,15,57.5,33.0,10.5,7,4650,5.0,5.0
3051,2,2,52.2,29.7,10.1,7,4680,6.0,12.0
3052,2,2,60.0,30.0,8.5,7,4699,1.0,12.0
3053,2,2,56.1,33.5,10.1,7,4700,13.0,16.0
3054,2,14,59.8,31.7,8.1,7,4750,1.0,4.0
3055,2,23,51.0,30.0,7.0,7,4790,5.0,9.0
3056,2,15,61.0,32.5,12.0,0,4800,17.0,24.0
3057,2,18,51.6,41.0,0.0,7,4800,25.0,35.0
3058,2,25,53.0,31.8,8.0,7,4800,4.0,6.0
3059,2,18,61.0,33.0,12.0,7,4830,9.0,16.0
3060,2,8,50.5,30.2,7.1,7,4850,3.0,9.0
3061,2,4,51.0,32.9,7.0,7,4900,5.0,9.0
3062,2,25,55.1,34.6,7.0,8,4900,5.0,5.0
3063,2,15,59.8,31.9,11.8,7,4949,2.0,23.0
3064,2,13,56.5,32.9,7.4,7,4950,5.0,14.0
3065,2,13,48.6,38.0,6.0,8,4980,2.0,2.0
3066,2,14,51.8,28.3,7.3,7,5000,1.0,16.0
3067,2,15,51.0,32.0,10.0,8,5000,15.0,16.0
3068,2,18,65.0,32.9,11.4,7,5000,2.0,18.0
3069,2,14,53.5,31.0,10.0,7,5000,5.0,12.0
3070,2,15,64.8,32.3,15.5,7,5060,11.0,23.0
3071,2,25,54.0,36.0,8.0,7,5100,2.0,5.0
3072,2,25,64.8,37.1,8.2,7,5100,5.0,5.0
3073,2,14,58.0,34.5,9.0,7,5100,3.0,5.0
3074,2,2,55.0,32.5,10.0,7,5150,15.0,16.0
3075,2,14,51.0,32.9,6.6,7,5150,8.0,9.0
3076,2,1,55.4,30.0,8.3,7,5190,2.0,10.0
3077,2,25,57.0,35.5,8.1,8,5190,2.0,5.0
3078,2,3,50.0,30.0,7.0,7,5200,8.0,10.0
3079,2,15,66.0,31.4,15.0,7,5250,5.0,23.0
3080,2,18,65.5,33.8,14.5,7,5290,2.0,23.0
3081,2,17,50.0,18.0,23.0,8,5300,2.0,2.0
3082,2,15,54.5,31.0,8.5,7,5300,5.0,9.0
3083,2,15,56.4,28.9,10.9,2,5304,11.0,23.0
3084,2,25,55.2,33.9,9.6,7,5350,4.0,5.0
3085,2,14,54.0,27.7,8.7,7,5390,4.0,16.0
3086,2,14,52.4,31.4,8.6,7,5400,3.0,16.0
3087,2,25,58.0,33.0,9.0,7,5400,4.0,5.0
3088,2,2,54.7,32.3,10.0,7,5400,2.0,16.0
3089,2,18,67.7,33.8,14.2,7,5463,4.0,23.0
3090,2,18,67.7,33.8,14.5,7,5463,5.0,23.0
3091,2,18,67.7,33.8,14.2,7,5463,3.0,23.0
3092,2,23,59.0,35.0,10.2,7,5500,3.0,5.0
3093,2,14,57.0,34.0,7.1,7,5590,7.0,8.0
3094,2,14,53.0,32.6,7.5,7,5600,1.0,14.0
3095,2,15,63.1,32.0,16.3,2,5622,2.0,23.0
3096,2,15,55.9,28.8,10.2,7,5629,8.0,24.0
3097,2,25,66.2,38.5,14.5,7,5650,3.0,5.0
3098,2,14,55.0,31.0,7.3,7,5700,5.0,16.0
3099,2,14,58.1,32.8,8.9,7,5700,15.0,16.0
3100,2,18,67.7,33.8,14.2,7,5784,13.0,23.0
3101,2,13,77.0,41.0,11.0,0,5900,6.0,35.0
3102,2,23,58.0,33.0,7.5,8,5900,2.0,8.0
3103,2,15,63.7,34.2,11.0,7,5900,4.0,22.0
3104,2,14,62.3,34.4,16.2,7,5980,1.0,16.0
3105,2,15,62.0,34.5,11.0,7,5980,11.0,24.0
3106,2,15,58.5,34.8,10.8,7,6000,14.0,16.0
3107,2,15,65.0,34.0,12.0,7,6090,11.0,23.0
3108,2,2,53.0,30.6,8.0,7,6200,11.0,12.0
3109,2,15,56.0,32.6,12.0,7,6250,5.0,16.0
3110,2,18,73.0,27.6,23.0,7,6250,10.0,35.0
3111,2,18,61.0,32.0,12.0,7,6300,9.0,16.0
3112,2,18,64.4,33.8,11.6,7,6439,18.0,23.0
3113,2,1,67.0,36.0,14.0,7,6500,6.0,16.0
3114,2,25,66.5,39.0,9.0,7,6500,7.0,7.0
3115,2,23,54.0,29.9,8.6,7,6500,10.0,17.0
3116,2,25,57.3,34.6,8.8,7,6500,3.0,5.0
3117,2,15,75.0,40.6,12.0,0,6600,30.0,35.0
3118,2,18,62.0,37.0,11.6,7,6650,9.0,22.0
3119,2,19,64.0,30.0,12.6,7,6750,6.0,16.0
3120,2,15,61.0,29.1,10.9,7,6800,10.0,23.0
3121,2,15,65.2,33.1,18.1,7,6800,14.0,24.0
3122,2,15,63.9,35.4,9.3,7,6811,21.0,24.0
3123,2,15,64.8,29.1,10.5,7,6907,22.0,24.0
3124,2,15,65.2,29.1,10.4,7,6949,18.0,24.0
3125,2,15,65.2,29.1,10.4,7,6949,21.0,24.0
3126,2,1,63.2,37.2,10.2,7,6990,8.0,18.0
3127,2,15,57.4,35.0,10.6,7,7200,14.0,16.0
3128,2,15,65.2,33.1,18.1,7,7400,10.0,23.0
3129,2,13,74.6,37.4,13.5,7,7400,9.0,9.0
3130,2,15,71.1,42.0,13.0,7,7500,8.0,25.0
3131,2,14,65.8,34.3,16.0,7,7550,5.0,10.0
3132,2,15,72.0,36.8,15.0,7,7899,12.0,16.0
3133,2,14,63.0,40.0,11.0,8,7900,8.0,16.0
3134,2,14,66.7,41.0,12.3,7,7970,3.0,16.0
3135,2,18,62.0,36.0,12.0,7,7990,4.0,26.0
3136,2,15,70.0,37.0,12.0,7,8000,4.0,17.0
3137,2,15,76.0,39.0,17.0,0,8000,8.0,23.0
3138,2,15,60.4,32.7,10.3,7,8000,9.0,14.0
3139,2,15,65.0,39.0,10.6,7,8100,6.0,16.0
3140,2,15,54.6,31.1,9.2,8,9800,4.0,26.0
3141,2,14,62.0,32.0,10.0,7,10000,7.0,19.0
3142,2,15,79.0,28.1,31.0,7,11000,7.0,22.0
3143,3,14,58.2,44.0,7.0,7,3890,5.0,5.0
3144,3,14,56.0,42.0,5.5,7,4000,5.0,5.0
3145,3,14,56.1,41.6,5.1,7,4000,5.0,5.0
3146,3,14,56.5,37.0,5.5,7,4000,4.0,5.0
3147,3,14,57.0,42.0,6.0,7,4150,5.0,5.0
3148,3,11,50.0,35.0,7.4,7,4200,4.0,5.0
3149,3,3,57.7,39.0,6.5,7,4200,1.0,9.0
3150,3,23,56.0,41.0,5.9,8,4200,1.0,5.0
3151,3,14,58.0,0.0,6.0,8,4250,5.0,5.0
3152,3,23,60.0,38.3,6.0,8,4290,4.0,5.0
3153,3,10,61.2,46.0,7.0,7,4300,2.0,5.0
3154,3,4,61.9,39.2,9.4,2,4370,9.0,9.0
3155,3,23,56.3,41.5,6.1,8,4390,5.0,5.0
3156,3,7,59.0,40.0,7.0,7,4399,9.0,9.0
3157,3,23,56.0,38.0,7.2,7,4399,2.0,5.0
3158,3,11,62.0,44.0,7.0,7,4400,4.0,5.0
3159,3,11,61.6,45.2,7.0,7,4400,1.0,5.0
3160,3,3,59.0,37.7,7.1,7,4400,2.0,9.0
3161,3,11,60.0,0.0,7.2,7,4450,2.0,5.0
3162,3,28,65.0,48.0,0.0,2,4490,1.0,5.0
3163,3,23,60.0,39.5,7.0,7,4500,9.0,9.0
3164,3,3,62.4,44.0,9.6,7,4500,2.0,9.0
3165,3,23,58.0,44.4,6.4,8,4500,4.0,5.0
3166,3,23,51.5,34.8,6.6,7,4500,3.0,9.0
3167,3,23,59.0,40.0,7.0,7,4550,4.0,9.0
3168,3,3,63.0,41.0,6.7,7,4600,1.0,9.0
3169,3,11,49.3,35.3,7.0,7,4600,1.0,5.0
3170,3,10,64.0,50.3,7.1,7,4650,5.0,5.0
3171,3,3,59.0,39.8,6.8,7,4650,5.0,9.0
3172,3,8,62.3,42.2,8.4,7,4690,2.0,9.0
3173,3,23,54.2,37.2,7.0,8,4700,4.0,5.0
3174,3,10,65.2,42.6,10.7,8,4700,3.0,9.0
3175,3,3,57.3,39.0,6.0,5,4700,2.0,9.0
3176,3,3,75.0,45.0,10.0,7,4800,9.0,9.0
3177,3,23,58.0,40.8,6.0,8,4850,4.0,5.0
3178,3,23,60.1,42.7,7.1,7,4850,4.0,5.0
3179,3,3,58.6,37.7,7.1,7,4890,4.0,9.0
3180,3,8,62.0,42.6,8.1,7,4890,2.0,9.0
3181,3,4,65.2,42.6,9.5,7,4890,9.0,9.0
3182,3,10,62.0,40.0,9.0,7,4900,1.0,9.0
3183,3,23,69.0,41.1,8.2,7,4980,2.0,9.0
3184,3,3,57.3,39.0,6.1,7,4990,9.0,10.0
3185,3,3,65.0,42.0,9.5,7,5000,3.0,9.0
3186,3,23,65.6,42.6,10.0,7,5100,1.0,9.0
3187,3,14,56.3,41.5,5.0,7,5100,2.0,5.0
3188,3,23,61.0,45.6,7.0,7,5100,2.0,5.0
3189,3,23,65.4,43.0,10.0,7,5130,5.0,9.0
3190,3,14,61.0,40.0,7.7,7,5200,14.0,14.0
3191,3,11,61.6,42.9,7.0,7,5200,2.0,5.0
3192,3,15,66.8,42.1,8.7,7,5220,4.0,23.0
3193,3,14,61.6,45.0,8.7,7,5300,4.0,9.0
3194,3,23,62.2,39.2,9.4,7,5350,2.0,9.0
3195,3,14,55.8,38.7,6.0,7,5350,3.0,5.0
3196,3,14,63.5,48.5,6.2,7,5400,2.0,3.0
3197,3,23,67.0,43.3,8.8,2,5450,8.0,9.0
3198,3,4,62.2,0.0,9.5,7,5499,7.0,9.0
3199,3,2,76.7,46.9,7.6,7,5500,1.0,9.0
3200,3,23,72.3,49.7,7.8,7,5500,7.0,9.0
3201,3,23,65.8,42.2,8.0,7,5550,6.0,14.0
3202,3,2,74.0,49.0,7.0,7,5600,1.0,9.0
3203,3,14,64.1,38.4,7.4,7,5600,5.0,17.0
3204,3,6,67.0,43.2,8.7,7,5700,6.0,9.0
3205,3,14,71.0,51.0,8.0,7,5700,10.0,12.0
3206,3,14,66.0,45.0,7.3,7,5750,1.0,6.0
3207,3,3,74.9,49.0,10.0,7,5800,7.0,9.0
3208,3,14,65.0,40.7,7.5,7,5950,11.0,16.0
3209,3,8,73.0,45.0,9.0,7,5950,1.0,10.0
3210,3,14,67.4,40.0,9.0,7,6000,4.0,5.0
3211,3,14,65.0,42.6,7.4,7,6000,3.0,16.0
3212,3,14,66.6,40.9,7.7,7,6000,1.0,16.0
3213,3,25,78.0,54.0,9.3,7,6100,5.0,5.0
3214,3,14,73.9,51.5,8.6,7,6100,4.0,4.0
3215,3,8,71.4,43.0,7.5,7,6100,9.0,9.0
3216,3,2,69.7,46.4,10.4,7,6100,1.0,16.0
3217,3,8,72.3,43.7,8.0,7,6120,5.0,9.0
3218,3,15,89.0,47.1,16.9,7,6156,4.0,24.0
3219,3,2,79.9,47.6,14.8,7,6200,12.0,12.0
3220,3,25,79.1,55.6,9.2,7,6200,1.0,5.0
3221,3,15,105.0,61.2,16.0,2,6230,12.0,18.0
3222,3,15,88.5,46.7,16.3,7,6256,15.0,24.0
3223,3,15,93.2,47.5,16.9,8,6297,6.0,23.0
3224,3,15,93.9,47.5,17.0,8,6320,4.0,23.0
3225,3,2,79.0,47.0,14.0,7,6400,7.0,16.0
3226,3,15,93.3,47.4,16.3,7,6417,15.0,23.0
3227,3,15,93.5,47.9,17.3,7,6463,12.0,23.0
3228,3,15,93.4,47.5,17.4,7,6470,13.0,23.0
3229,3,15,93.2,47.4,16.4,7,6497,22.0,23.0
3230,3,14,72.0,44.0,9.0,7,6500,3.0,12.0
3231,3,6,71.0,43.0,9.5,7,6500,10.0,10.0
3232,3,25,91.8,55.5,8.6,7,6500,4.0,5.0
3233,3,1,71.1,41.8,8.1,7,6500,3.0,9.0
3234,3,15,93.7,48.2,17.1,7,6533,16.0,23.0
3235,3,15,93.5,48.2,17.0,7,6546,18.0,23.0
3236,3,1,70.0,39.2,10.7,7,6600,13.0,17.0
3237,3,23,70.5,42.5,10.8,7,6600,5.0,12.0
3238,3,18,75.0,44.0,11.0,2,6600,12.0,19.0
3239,3,2,80.0,50.0,15.0,7,6650,6.0,12.0
3240,3,14,72.0,45.0,8.5,7,6650,7.0,12.0
3241,3,2,71.0,42.7,10.8,7,6700,5.0,16.0
3242,3,18,93.5,56.5,11.5,7,6750,4.0,18.0
3243,3,15,93.5,48.2,17.1,7,6772,23.0,23.0
3244,3,26,83.8,50.4,10.2,7,6900,3.0,5.0
3245,3,4,75.0,45.6,10.0,7,6900,6.0,9.0
3246,3,2,71.1,45.3,8.2,7,7000,11.0,12.0
3247,3,15,94.0,47.3,17.0,7,7159,13.0,23.0
3248,3,25,73.4,50.4,9.9,7,7160,3.0,6.0
3249,3,14,72.0,42.0,9.0,7,7200,2.0,12.0
3250,3,25,75.0,48.6,11.0,7,7200,2.0,5.0
3251,3,14,88.2,62.6,9.3,7,7300,2.0,4.0
3252,3,23,85.0,50.0,11.0,7,7300,5.0,10.0
3253,3,2,80.0,48.0,15.0,8,7500,7.0,12.0
3254,3,19,84.0,58.0,11.0,7,7750,8.0,16.0
3255,3,18,86.0,46.0,11.0,8,8500,7.0,23.0
3256,3,15,88.4,50.1,15.0,7,8850,8.0,24.0
3257,3,1,85.0,51.0,12.0,7,8900,13.0,16.0
3258,3,14,79.1,47.9,10.7,7,8950,9.0,12.0
3259,3,23,80.0,50.0,10.0,7,8950,5.0,15.0
3260,3,14,124.0,69.2,11.8,7,9000,10.0,16.0
3261,3,25,91.0,61.0,10.0,2,9000,2.0,5.0
3262,3,25,85.6,45.6,12.0,8,9000,4.0,5.0
3263,3,25,90.0,63.2,9.0,7,9000,5.0,8.0
3264,3,15,96.0,57.8,11.4,0,9100,12.0,16.0
3265,3,15,90.0,54.8,11.3,7,9200,17.0,26.0
3266,3,23,75.0,46.7,9.8,7,9500,6.0,17.0
3267,3,18,95.0,37.0,35.0,0,9500,2.0,12.0
3268,3,15,103.0,59.0,11.0,0,10500,3.0,25.0
3269,3,15,82.0,48.0,11.0,0,10700,9.0,24.0
3270,3,15,81.6,48.0,11.0,0,11200,11.0,24.0
3271,3,18,106.0,55.0,20.0,0,11300,34.0,35.0
3272,3,15,98.7,57.0,17.5,7,11900,13.0,17.0
3273,3,15,92.1,49.8,14.6,2,12000,7.0,12.0
3274,3,18,128.9,56.0,14.5,2,12890,16.0,17.0
3275,3,14,108.3,64.4,14.0,0,13490,16.0,16.0
3276,3,14,92.0,52.4,15.6,7,14300,2.0,13.0
3277,3,15,97.8,60.6,12.6,0,15500,13.0,20.0
3278,4,11,69.9,53.0,7.2,7,4950,3.0,5.0
3279,4,3,75.0,48.0,7.0,7,5000,8.0,9.0
3280,4,23,75.6,52.0,6.5,7,5280,6.0,9.0
3281,4,3,76.0,59.0,6.0,7,5400,1.0,9.0
3282,4,2,76.7,47.0,7.6,7,5550,1.0,9.0
3283,4,3,74.5,53.0,6.7,7,5700,3.0,9.0
3284,4,4,78.0,54.0,10.0,7,6200,5.0,9.0
3285,4,3,77.7,55.0,10.0,7,6250,2.0,9.0
3286,4,15,104.8,58.0,14.0,7,6625,6.0,23.0
3287,4,15,104.2,58.0,13.5,7,6653,11.0,23.0
3288,4,15,104.3,58.0,13.5,7,6672,12.0,23.0
3289,4,14,89.0,59.0,12.0,7,6700,2.0,3.0
3290,4,4,87.7,56.0,11.6,7,6800,1.0,10.0
3291,4,4,87.5,56.0,11.5,7,7190,4.0,10.0
3292,4,3,82.0,50.0,6.5,7,7280,7.0,10.0
3293,4,25,92.0,67.0,10.0,7,7500,5.0,5.0
3294,4,23,105.0,61.0,13.3,7,10500,5.0,15.0
3295,4,15,113.0,69.0,15.0,0,11500,12.0,16.0
3296,4,14,157.6,88.0,9.3,7,14500,16.0,16.0
3297,4,15,156.0,78.0,15.0,1,17900,25.0,26.0
3298,5,14,50.0,21.0,12.0,8,5000,12.0,14.0
3299,5,25,70.8,45.0,11.4,7,5150,1.0,5.0
3300,5,15,188.8,101.0,26.0,7,18511,26.0,26.0
3301,5,15,188.8,101.0,26.0,7,18511,25.0,26.0
3302,1,23,35.0,21.0,7.0,8,450,3.0,3.0
3303,1,12,25.8,15.6,10.2,2,500,1.0,2.0
3304,1,14,40.0,19.0,14.0,7,600,2.0,3.0
3305,1,23,34.2,17.1,8.3,7,670,2.0,5.0
3306,1,23,30.0,17.0,5.6,7,680,1.0,5.0
3307,1,11,30.0,18.0,0.0,2,810,5.0,5.0
3308,1,23,30.0,17.0,5.7,7,850,5.0,5.0
3309,1,15,22.5,14.5,5.0,8,935,7.0,8.0
3310,1,15,22.0,0.0,0.0,8,1080,10.0,17.0
3311,1,23,32.0,20.0,5.0,8,1100,5.0,5.0
3312,1,14,29.7,16.8,5.0,8,1100,4.0,4.0
3313,1,18,23.0,15.0,5.0,8,1141,11.0,12.0
3314,1,23,36.0,17.1,8.5,7,1199,1.0,5.0
3315,1,11,31.0,17.0,5.8,7,1250,2.0,5.0
3316,1,15,22.0,11.0,4.7,8,1270,13.0,15.0
3317,1,15,20.4,0.0,0.0,2,1289,1.0,4.0
3318,1,15,25.0,22.0,0.0,8,1300,3.0,15.0
3319,1,10,30.0,18.0,6.0,2,1300,5.0,5.0
3320,1,14,26.0,17.0,5.0,5,1300,3.0,3.0
3321,1,18,23.0,0.0,0.0,7,1300,7.0,10.0
3322,1,23,31.2,16.4,5.2,7,1300,2.0,5.0
3323,1,15,22.0,0.0,0.0,8,1350,7.0,15.0
3324,1,15,22.0,11.0,4.7,8,1350,15.0,15.0
3325,1,15,24.0,19.1,0.0,8,1350,14.0,15.0
3326,1,1,37.0,17.0,8.3,7,1350,5.0,5.0
3327,1,14,34.0,17.5,6.5,7,1350,1.0,2.0
3328,1,15,21.4,0.0,9.0,8,1375,4.0,14.0
3329,1,15,22.0,16.0,0.0,8,1390,14.0,15.0
3330,1,14,13.0,11.0,0.0,5,1390,2.0,5.0
3331,1,23,22.0,16.0,5.0,8,1400,9.0,14.0
3332,1,23,34.0,20.0,8.0,7,1400,5.0,5.0
3333,1,14,32.1,15.8,7.4,5,1400,2.0,2.0
3334,1,15,30.1,12.0,10.0,8,1413,8.0,8.0
3335,1,15,24.0,0.0,0.0,2,1415,2.0,16.0
3336,1,15,23.0,23.4,0.0,8,1420,5.0,18.0
3337,1,15,24.1,12.0,5.1,8,1440,10.0,15.0
3338,1,14,24.0,11.0,5.0,8,1450,13.0,15.0
3339,1,15,25.0,16.0,0.0,8,1460,8.0,15.0
3340,1,15,25.0,15.0,5.0,8,1490,14.0,15.0
3341,1,26,29.0,14.0,5.5,3,1500,1.0,2.0
3342,1,23,35.7,17.1,8.2,7,1500,5.0,5.0
3343,1,18,26.0,17.0,0.0,8,1500,1.0,3.0
3344,1,14,31.7,18.0,5.6,8,1500,1.0,2.0
3345,1,10,37.0,15.0,7.5,8,1500,2.0,5.0
3346,1,15,26.5,0.0,0.0,2,1545,2.0,3.0
3347,1,15,25.4,22.0,5.4,8,1550,11.0,12.0
3348,1,23,38.9,17.9,8.7,8,1550,3.0,3.0
3349,1,14,30.0,16.4,5.5,8,1550,3.0,3.0
3350,1,15,36.5,15.0,10.5,7,1593,8.0,8.0
3351,1,15,36.0,14.6,10.5,7,1593,2.0,8.0
3352,1,23,30.0,17.3,5.0,7,1600,5.0,5.0
3353,1,23,31.5,17.5,5.5,7,1600,4.0,5.0
3354,1,23,35.0,18.5,10.0,7,1600,1.0,5.0
3355,1,10,36.5,18.0,7.5,7,1600,4.0,5.0
3356,1,18,30.0,18.0,5.0,8,1600,2.0,3.0
3357,1,23,31.8,16.6,7.3,2,1600,1.0,5.0
3358,1,18,24.0,16.4,0.0,2,1600,4.0,16.0
3359,1,23,35.6,17.1,8.4,7,1600,1.0,5.0
3360,1,19,32.2,13.0,8.2,7,1650,3.0,3.0
3361,1,18,33.0,14.0,10.5,8,1650,3.0,8.0
3362,1,18,28.0,17.0,0.0,8,1650,14.0,17.0
3363,1,14,31.3,16.5,6.9,8,1678,3.0,5.0
3364,1,18,33.2,14.2,10.5,7,1690,6.0,8.0
3365,1,23,27.0,16.0,5.0,8,1690,10.0,16.0
3366,1,14,27.0,20.0,0.0,8,1698,8.0,9.0
3367,1,14,31.0,16.0,7.5,2,1700,1.0,2.0
3368,1,23,24.0,11.0,5.0,2,1700,12.0,14.0
3369,1,18,32.0,19.0,5.0,7,1700,3.0,9.0
3370,1,1,37.0,17.5,8.5,2,1700,2.0,5.0
3371,1,15,21.2,15.0,0.0,2,1700,11.0,22.0
3372,1,13,20.4,14.0,0.0,2,1700,7.0,16.0
3373,1,23,28.1,17.0,0.0,8,1740,2.0,12.0
3374,1,23,36.0,18.5,0.0,8,1750,3.0,9.0
3375,1,23,25.0,25.0,0.0,2,1750,2.0,5.0
3376,1,23,31.9,17.5,5.5,7,1750,4.0,5.0
3377,1,14,32.0,18.0,5.5,8,1750,4.0,5.0
3378,1,23,32.0,17.0,7.0,8,1750,1.0,5.0
3379,1,15,23.3,13.8,0.0,2,1750,5.0,12.0
3380,1,15,24.1,15.8,0.0,8,1760,7.0,12.0
3381,1,15,25.0,0.0,0.0,2,1770,4.0,17.0
3382,1,15,24.1,17.3,0.0,5,1780,9.0,16.0
3383,1,19,40.0,18.0,11.0,2,1790,3.0,5.0
3384,1,15,32.0,14.0,11.4,8,1790,3.0,4.0
3385,1,18,24.0,18.0,0.0,8,1790,10.0,16.0
3386,1,18,31.4,18.0,8.0,7,1792,1.0,3.0
3387,1,14,23.0,14.0,4.0,8,1799,1.0,2.0
3388,1,10,46.3,19.3,8.5,8,1800,1.0,3.0
3389,1,18,22.0,15.7,0.0,8,1800,10.0,18.0
3390,1,15,25.4,12.6,5.4,8,1800,5.0,15.0
3391,1,10,43.1,17.3,14.0,7,1800,5.0,5.0
3392,1,14,26.0,17.7,0.0,8,1800,1.0,3.0
3393,1,14,31.0,18.6,6.0,8,1800,3.0,3.0
3394,1,15,35.0,15.0,9.0,7,1800,1.0,8.0
3395,1,15,23.8,0.0,0.0,8,1800,1.0,15.0
